"clean_data.pseudoX","y","z","rho"
20.205,17.832,194.169,50.245
16.145,14.285,193.456,129.994
16.345,14.74,193.447,55.434
16.648,15.383,193.646,7.117
17.34,16.835,194.187,149.076
19.025,19.925,193.047,73.325
20.605,22.815,190.79,43.218
18.21,13.493,187.827,105.916
17.712,7.97,192.248,497.22
20.732,14.052,193.551,94.832
22.292,26.53,195.258,250.908
22.51,26.983,195.072,437.854
22.747,27.368,194.816,527.095
22.972,27.748,194.544,390.147
23.373,28.545,194.082,341.859
21.613,20.468,187.961,421.746
21.732,16.17,191.539,154.977
25.35,23.565,194.968,457.39
26.977,26.977,194.022,350.962
17.962,22.782,196.178,206.825
18.83,24.413,197.335,741.908
19.56,25.643,197.634,988.902
20.462,27.318,196.43,1044.755
21.405,29.152,194.667,177.757
18.925,19.615,190.292,340.928
21.735,20.83,194.776,253.346
23.38,24.248,195.504,667.119
24.8,27.198,193.879,385.179
14.453,28.607,196.763,180.382
15.472,30.64,194.719,131.78
13.023,21.297,191.165,81.599
15.865,23.007,196.312,37.719
16.88,24.857,196.897,160.348
18.665,28.177,194.392,148.923
16.812,19.892,190.01,86.735
16.933,15.595,191.616,72.714
20.775,23.422,194.75,85.834
15.02,29.61,196.461,621.443
15.825,31.233,194.835,358.245
13.265,21.71,191.025,290.932
12.753,16.468,192.08,9.846
15.895,22.997,196.131,74.117
17.345,25.718,196.683,396.24
18.83,28.38,195.065,664.543
16.65,19.42,190.679,346.499
21.238,24.2,193.869,408.928
16.915,20.88,196.35,24.357
17.51,22.093,197.232,1235.09
17.912,22.915,197.55,1066.855
18.55,23.97,197.15,371.562
19.418,25.432,196.261,184.545
20.475,27.483,194.323,150.63
23.758,25.27,193.565,79.728
15.422,17.608,195.484,686.595
16.115,19.148,195.76,22.249
16.505,19.952,195.826,113.576
19.752,26.01,192.627,140.152
17.817,17.47,188.846,32.449
16.365,9.975,190.883,97.688
20.222,17.782,194.384,104.069
18.458,23.775,196.504,184.115
19.135,24.983,197.315,686.038
19.773,26.038,197.555,823.844
20.972,28.315,195.984,878.296
22.03,30.365,194.177,385.832
19.125,20.023,190.041,380.527
22.142,21.668,194.795,378.744
23.985,25.472,195.238,245.576
25.21,27.98,193.686,301.623
16.542,15.16,193.591,63.365
16.738,15.608,193.667,17.46
17.808,17.645,194.442,172.562
19.667,21.15,192.869,102.77
21.195,24.093,190.456,47.223
19.618,16.352,188.674,436.837
19.13,10.815,193.556,533.739
21.345,15.318,193.865,104.724
15.547,30.648,196.149,823.84
16.462,32.513,194.507,422.685
13.89,23.062,191.146,413.461
13.373,17.78,192.609,15.482
16.955,24.898,196.587,518.804
19.71,30.045,194.431,845.093
17.188,20.52,190.431,497.301
21.458,24.652,194.56,901.865
17.222,21.463,196.563,27.928
17.815,22.708,197.493,728.116
18.492,23.915,197.75,660.036
18.915,24.52,197.543,262.086
20.23,27.012,195.3,166.671
21.5,29.512,193.367,103.248
19.265,20.49,191.878,1896.164
23.33,24.352,194.529,46.86
15.627,18.035,195.444,2667.209
16.433,19.802,195.973,2.178
17.025,21.048,196.424,49.584
19.033,24.607,194.799,268.173
17.1,16.052,190.651,66.681
16.68,10.642,191.044,31.567
19.305,15.897,193.689,264.373
20.852,19.13,194.639,88.645
15.728,31.038,195.826,696.138
16.525,32.688,194.307,743.634
13.573,22.35,191.328,432.321
16.89,24.825,197.095,449.631
17.718,26.305,197.132,711.327
19.337,29.462,194.837,1301.848
17.278,20.705,190.303,513.952
21.745,25.237,194.383,928.071
22.717,27.46,195.197,412.763
22.955,27.845,194.953,519.461
23.18,28.225,194.695,386.889
23.405,28.608,194.439,435.747
24.123,30.053,193.889,23.306
24.815,31.528,192.55,544.769
22.278,21.84,188.554,403.438
25.468,23.855,194.852,433.972
27.175,27.46,194.616,215.831
22.92,27.872,195.284,382.893
23.157,28.258,195.05,484.471
23.382,28.637,194.803,364.147
23.608,29.02,194.56,405.262
24.222,30.238,194.108,143.778
24.915,31.713,192.885,2918.668
23.88,25.085,190.625,377.786
25.468,23.838,194.507,379.053
27.483,28.067,194.727,158.293
15.288,30.185,195.906,446.338
16.295,32.263,194.032,283.288
13.448,22.152,191.132,214.351
16.442,23.992,196.743,140.687
17.595,26.095,196.774,471.458
19.215,29.253,194.38,453.675
17.28,20.713,190.428,246.134
21.833,25.472,192.898,340.975
16.965,16.04,193.813,21.279
17.368,16.89,194.112,16.923
17.855,17.907,194.643,165.632
19.737,21.368,193.086,94.837
21.627,24.915,190.176,55.648
19.295,15.665,187.751,160.94
18.832,10.122,192.853,416.149
21.195,14.918,193.538,17.252
15.875,31.242,196.235,740.325
16.688,32.915,194.818,423.779
14.005,23.23,191.092,471.034
17.675,26.348,197.138,671.256
19.49,29.655,195.374,1838.832
17.31,20.695,190.607,608.872
22.495,26.733,193.47,832.696
16.242,19.352,195.944,147.841
16.94,20.837,196.42,27.036
17.607,22.025,196.579,27.151
18.435,23.505,196.228,40.455
20.055,26.662,193.536,280.615
18.24,18.325,189.13,61.489
17.432,12.145,191.364,7.602
20.028,17.385,194.014,12.416
20.955,19.267,194.855,153.709
18.683,24.17,196.358,145.692
19.508,25.598,197.34,583.739
20.588,27.485,197.269,1126.972
21.343,28.94,196.069,1353.456
21.958,30.157,194.942,225.322
19.35,20.418,190.042,418.79
22.49,22.273,194.809,380.412
24.11,25.68,195.417,502.135
25.125,27.727,194.131,236.611
17.737,22.517,197.177,434.194
18.405,23.705,197.941,911.321
19.025,24.712,197.896,789.848
19.49,25.628,197.511,324.951
20.335,27.282,196.002,343.041
21.49,29.525,193.788,107.572
19.475,20.897,191.493,752.199
21.95,21.408,195.552,365.875
23.755,25.177,194.489,84.311
17.585,17.298,194.295,15.717
17.775,17.72,194.454,14.988
18.08,18.343,194.752,241.223
19.75,21.425,193.601,89.74
21.538,24.705,191.261,86.401
18.968,14.968,188.153,88.343
18.788,10.07,192.61,552.189
21.71,15.933,194.006,176.8
16.08,31.702,195.958,906.543
16.877,33.352,194.439,668.142
14.787,24.815,192.449,501.954
17.485,25.885,197.194,902.557
20.038,30.672,194.524,997.677
17.43,20.933,190.733,685.265
21.602,24.865,194.799,1185.292
18.222,23.283,197.376,344.517
18.9,24.49,198.051,1177.816
19.427,25.323,198.032,965.607
20.128,26.598,196.996,543.591
21.398,29.098,195.013,259.561
22.208,30.758,193.467,73.775
19.212,20.175,190.937,251.19
22.242,21.795,195.585,422.28
23.958,25.338,194.753,152.243
23.365,28.71,195.172,442.715
23.59,29.09,194.936,356.028
23.815,29.472,194.705,386.485
24.017,29.872,194.457,333.759
24.305,30.462,194.136,111.534
23.447,24.242,189.639,373.923
26.28,25.525,194.919,508.374
27.792,28.695,194.556,145.524
19.242,24.965,196.443,441.026
20.368,27.037,197.331,382.816
20.812,27.895,197.352,1155.508
21.66,29.502,195.974,1241.451
22.485,31.145,194.582,289.238
19.92,21.45,190.126,410.8
23.128,23.482,195.194,423.866
24.433,26.253,195.324,571.509
25.765,28.985,193.552,304.373
19.155,24.99,195.962,67.818
20.19,26.843,197.21,312.298
20.94,28.122,197.203,560.906
22.73,31.555,194.692,238.027
20.505,22.538,190.4,390.36
22.985,23.053,194.58,180.911
24.58,26.425,195.13,623.193
25.9,29.135,193.861,368.861
16.41,32.328,195.978,501.734
17.105,33.785,194.683,960.184
15.45,26.14,192.984,483.818
15.355,21.695,194.174,52.856
17.62,26.142,197.008,540.544
18.567,27.825,197.074,380.828
19.93,30.54,195.014,1519.909
17.75,21.58,190.318,613.271
18.165,17.962,191.537,463.237
22.415,26.587,194.683,741.696
18.325,18.152,191.562,2386.524
18.555,23.95,197.407,555.624
19.38,25.377,198.15,1141.275
20.01,26.455,197.822,854.417
20.455,27.312,197.263,890.12
21.517,29.34,195.392,433.353
19.22,20.197,191.228,143.907
21.733,20.727,194.849,204.643
24.075,25.625,195.264,381.293
16.82,33.102,196.135,136.723
17.415,34.392,195.142,222.994
15.317,25.85,191.688,301.796
15.302,21.593,193.23,104.889
18.55,28.062,196.898,332.834
19.93,30.498,195.819,155.076
20.965,32.537,194.084,692.958
18.282,22.625,190.019,423.035
19.12,19.863,191.059,581.359
23.548,28.863,193.8,446.553
16.565,20.025,195.947,77.357
17.165,21.302,196.588,16.129
17.832,22.49,196.792,51.985
19.005,24.552,195.958,4.511
20.108,26.65,194.14,589.928
18.18,18.175,190.512,164.488
17.683,12.61,191.342,8.531
21.792,21.053,194.933,90.337
23.812,29.502,194.712,346.852
24.038,29.885,194.491,390.934
24.24,30.285,194.255,329.36
24.415,30.7,194.011,69.689
24.618,31.075,193.754,151.639
22.397,22,189.116,545.06
22.118,16.915,189.371,197.98
25.075,22.99,193.27,126.817
26.492,25.983,194.689,546.136
27.812,28.693,194.595,289.842
17.688,22.32,197.019,24.942
18.512,23.747,196.965,224.964
20.758,27.907,193.902,868.362
19.922,21.65,191.07,140.861
19.553,16.322,192.957,17.744
20.823,18.9,194.309,74.979
22.017,21.465,194.894,95.575
19.78,26.028,196.042,39.902
20.913,28.13,197.029,189.602
21.465,29.185,196.921,245.873
22.102,30.368,196.186,87.844
22.913,32.028,194.566,116.648
20.343,22.29,189.39,410.884
23.68,24.535,194.934,385.703
24.682,26.708,195.317,542.616
25.807,28.975,194.31,1196.057
14.028,18.98,192.155,278.043
18.727,28.22,196.938,1048.251
17.63,21.355,190.915,2448.437
23.422,28.73,193.964,2580.064
18.258,23.338,197.178,51.076
19.085,24.817,197.009,215.28
20.958,28.343,194.223,1296.37
19.235,20.315,190.31,273.297
18.748,14.778,191.831,13.797
21.4,20.168,194.922,174.6
22.51,22.517,195.535,89.928
23.73,25.018,194.163,16.082
20.975,28.305,196.783,238.382
21.785,29.803,196.578,285.988
22.625,31.4,195.727,73.063
23.435,33.06,194.216,146.682
20.415,22.503,189.15,327.013
23.367,23.913,194.037,231.591
24.785,26.903,195.141,517.898
26.108,29.63,194.216,499.926
21.168,28.698,196.513,233.66
22.095,30.38,196.375,210.084
23.73,33.68,194.192,94.608
20.607,22.895,189.023,214.863
23.977,25.152,194.257,346.06
25.085,27.515,195.037,429.569
26.095,29.568,194.323,352.991
18.8,24.345,197.139,191.873
19.642,25.808,197.96,1167.284
20.378,27.113,197.955,1110.541
21.023,28.345,196.765,972.876
21.868,29.93,195.321,135.049
19.388,20.393,191.512,183.232
18.788,14.655,190.864,5.016
21.71,20.518,194.345,18.432
23.458,24.15,195.422,1435.236
25.263,27.975,194.333,383.933
18.977,24.565,196.722,564.173
20.2,26.887,197.999,1085.688
20.785,28.005,197.787,1076.144
21.332,28.987,196.761,887.351
22.172,30.585,195.378,137.248
22.712,22.698,195.121,482.378
23.92,25.278,196.164,1838.938
24.735,26.945,195.371,806.365
17.803,17.725,194.413,14.619
17.992,18.148,194.584,16.113
18.39,18.945,195.049,193.047
21.682,24.945,191.92,190.295
19.405,15.84,188.236,122.375
21.927,16.36,194.198,127.003
22.93,18.528,194.442,26.167
18.443,19.005,194.796,17.064
18.635,19.395,194.977,303.357
18.84,19.815,195.184,158.413
19.425,20.835,195.552,478.213
20.253,22.315,195.33,1457.257
21.763,25.25,192.981,463.083
20.075,17.132,188.122,163.802
22.483,17.43,194.852,41.812
24.285,21.175,193.862,64.609
17.2,33.952,195.849,45.25
15.835,26.95,192.729,257.415
15.627,22.345,192.743,13.78
17.47,26.188,195.711,267.66
18.84,28.675,196.58,232.005
20.108,30.935,195.783,254.187
21.025,32.793,194.306,550.042
21.475,29.137,193.543,315.862
21.695,25.078,194.449,387.684
22.697,27.23,194.498,417.149
18.038,18.148,194.513,17.574
18.227,18.57,194.696,11.881
18.42,18.96,194.866,314.896
19.245,20.387,195.349,461.829
20.648,22.868,194.287,336.718
22.01,25.582,191.823,277.567
19.965,16.923,188.127,162.44
21.852,16.152,194.473,35.984
23.967,20.552,193.527,37.223
23.292,24.238,195.123,134.601
17.54,34.6,195.8,154.019
19.398,20.515,190.443,938.488
19.95,26.508,197.566,1027.713
20.805,28.015,197.83,1464.071
21.25,28.873,197.471,1582.857
21.767,29.852,196.432,857.56
22.685,31.71,194.742,162.755
19.988,21.77,190.626,192.48
19.823,16.835,191.349,22.709
23.158,23.538,195.372,411.418
24.055,25.495,195.842,884.19
25.068,27.623,195.221,759.354
23.955,34.14,194.326,72.545
25.202,27.733,194.679,529.771
26.623,30.683,193.978,224.897
19.265,20.71,195.152,124.241
19.47,21.118,195.344,100.152
19.668,21.52,195.558,248.665
20.305,22.575,195.707,699.569
22.845,27.288,192.271,524.723
20.28,17.593,188.408,217.873
23.192,18.945,195.058,48.658
25.002,22.74,193.984,90.74
17.608,34.825,195.638,181.131
15.035,25.375,191.123,337.499
20.233,31.145,195.801,455.055
18.542,23.262,189.773,538.807
18.663,18.965,190.4,409.305
18.015,35.605,195.293,153.192
16.352,27.96,191.695,312.766
15.54,22.022,191.077,35.684
17.602,26.315,194.403,277.927
20.445,31.517,195.636,510.524
19.247,24.517,190.318,456.97
24.138,30.112,193.53,504.484
18.462,23.745,196.612,519.233
19.477,25.595,197.461,261.868
19.845,26.26,197.247,170.741
20.803,28.09,196.094,63.306
22.055,30.582,193.656,1077.926
19.618,21.107,189.691,310.091
19.242,15.768,191.382,9.292
23.413,24.43,195.58,95.189
24.733,27.14,194.204,130.268
17.992,22.977,196.588,956.213
18.968,24.803,197.472,226.261
19.598,25.88,197.264,220.914
21.55,29.555,194.19,1230.595
19.33,20.48,190.352,353.551
18.84,14.953,191.24,12.793
21.798,21.028,194.835,142.091
23.418,24.435,195.303,115.693
24.33,26.325,194.133,159.947
21.702,29.773,195.991,297.26
22.605,31.447,195.934,338.603
23.123,32.428,195.37,66.403
23.73,33.688,194.83,253.894
21.032,23.747,188.728,240.574
24.413,26.032,193.597,335.545
25.91,29.2,194.459,661.347
26.712,30.802,193.755,243.873
15.47,26.15,190.733,375.038
15.255,21.525,190.436,27.617
18.093,27.36,194.561,597.597
19.588,30.027,195.326,107.034
21.385,33.36,194.731,517.592
18.955,24.05,189.119,377.698
19.273,20.212,189.848,581.113
23.828,29.415,193.358,460.918
20.47,27.51,196.891,646.08
21.22,28.79,197.267,1509.981
22.403,31,195.844,1159.925
23.12,32.445,194.841,268.858
20.555,22.75,190.705,399.134
23.452,24.175,194.244,440.012
24.66,26.755,195.511,502.826
25.675,28.802,194.497,248.759
20.052,22.355,195.339,230.405
20.322,22.745,195.396,683.176
20.597,23.13,195.422,550.402
20.965,23.795,195.432,537.933
23.322,28.337,192,469.781
20.758,18.643,187.76,233.066
24.295,21.31,194.994,55.673
25.8,24.448,193.272,126.34
18.112,35.782,195.362,1189.243
15.16,25.445,190.564,258.687
14.755,20.398,189.635,22.001
18.168,27.317,194.405,699.863
20.82,32.342,195.14,589.708
19.322,24.68,189.614,351.269
23.933,29.688,193.656,710.549
20.985,28.518,194.781,2417.52
22.472,31.212,195.733,346.354
23.318,32.868,195.163,80.071
23.52,33.242,194.997,127.494
21.195,23.942,189.572,192.649
20.475,17.98,187.947,171.345
24.598,26.445,193.433,276.479
26.105,29.615,194.22,519.132
27.322,32.132,193.214,131.772
18.877,24.812,197.25,1797.381
19.608,26.042,197.654,572.128
20.238,27.12,197.157,252.348
20.972,28.553,196.208,100.151
19.712,21.278,190.345,465.912
19.328,15.967,191.002,13.595
22.285,22.042,194.749,194.298
23.493,24.622,195.679,105.211
24.913,27.573,194.425,169.933
20.223,27.045,195.754,403.214
21.282,28.96,196.815,955.734
22.1,30.42,196.621,347.345
22.618,31.4,195.826,657.015
23,32.218,195.185,175.817
20.548,22.698,190.579,349.587
23.778,24.73,194.224,372.034
25.082,27.5,194.749,589.864
19.113,24.995,196.363,427.374
20.335,27.317,197.358,331.152
20.78,28.175,196.844,355.654
21.625,29.76,195.648,109.871
22.542,31.618,193.841,1808.228
20.222,22.372,189.914,426.575
20.155,17.657,191.735,48.47
22.812,23.04,195.137,230.194
23.718,24.992,195.375,128.186
25.03,27.715,194.293,232.593
20.062,26.712,196.959,815.738
20.89,28.192,197.656,1388.518
21.972,30.233,196.314,1486.395
22.695,31.648,195.219,222.956
20.125,21.91,190.935,423.683
22.627,22.45,193.953,42.409
24.062,25.458,195.536,821.334
25.26,27.997,194.959,487.147
20.805,28.102,195.669,340.07
21.982,30.2,196.565,746.748
23.042,32.155,195.415,145.548
23.455,32.972,194.835,193.202
20.645,22.857,190.021,355.523
24.095,25.342,193.899,380.216
25.695,28.702,194.352,781.485
27.028,31.435,193.006,329.061
17.998,35.638,195.292,145.623
15.238,25.76,190.651,284.573
14.63,20.258,190.173,16.856
18.065,27.167,194.866,820.736
19.525,29.875,196.07,190.764
20.84,32.368,195.131,505.373
21.665,34.01,194.18,325.224
18.89,23.872,190.129,331.025
19.918,21.525,190.08,482.326
24.113,30.125,193.371,424.84
19.025,20.255,195.197,1156.066
21.872,20.863,190.063,642.177
21.805,16.148,195.177,687.006
23.45,19.6,195.062,76.006
18.632,36.855,194.99,90.336
15.878,26.99,190.255,194.86
15.36,21.708,189.808,17.436
18.578,28.155,194.331,798.047
20.055,30.84,195.42,209.552
21.473,33.56,194.697,363.809
19.16,24.435,188.864,268.509
19.477,20.598,189.469,340.109
23.825,29.428,193.354,423.034
19.66,21.525,195.227,84.367
19.857,21.927,195.452,233.278
20.127,22.317,195.496,680.485
20.402,22.702,195.509,514.102
21.105,24.002,195.222,328.945
22.615,26.937,192.983,475.989
20.562,18.215,187.869,166.581
23.898,20.458,195.134,46.817
25.602,24.042,193.516,27.313
20.548,23.148,195.342,585.721
20.822,23.533,195.382,477.23
21.08,23.975,195.355,533.574
21.337,24.418,195.326,375.825
21.89,25.472,194.924,334.684
23.143,27.965,192.964,654.343
21.323,19.722,188.054,233.036
21.053,14.578,191.782,4.991
23.903,20.42,195.041,22.725
25.812,24.455,193.986,81.117
18.523,36.627,195.121,704.664
15.878,26.975,190.722,525.669
15.783,22.53,190.538,242.288
18.89,28.765,194.93,2187.272
21.263,33.105,194.761,707.304
22.073,34.765,193.702,1644.374
19.168,24.422,189.052,444.995
20.202,22.048,189.161,126.014
24.958,31.697,192.692,358.069
18.905,37.468,194.855,54.829
15.958,27.135,189.915,131.158
15.943,22.877,190.275,141.613
19.415,29.772,195.009,1398.876
20.165,31.052,195.303,1925.116
21.123,32.882,194.813,335.24
22.157,34.922,193.658,173.784
19.475,25.01,188.729,169.34
20.208,22.032,189.256,292.935
24.835,31.48,192.795,202.082
21.237,29.113,194.411,1340.623
22.317,31,195.063,381.497
23.31,32.875,194.881,265.667
23.81,33.877,194.564,166.676
21.485,24.578,188.979,219.919
20.67,18.387,187.304,112.223
23.632,24.45,191.508,11.824
25.172,27.68,193.534,477.766
26.185,29.807,193.669,502.74
27.41,32.315,193.089,162.568
16.823,28.867,190.12,97.138
16.108,23.17,188.637,6.926
18.99,28.957,192.87,324.104
20.222,31.225,194.637,722.712
22.285,35.177,194.084,200.487
20.46,22.455,188.815,201.368
25.458,32.685,192.117,39.454
21.23,28.955,195.487,247.187
22.402,31.018,196.137,201.93
22.92,31.998,195.742,74.876
23.42,33,195.045,91.949
23.742,33.618,194.708,184.56
22.182,25.91,191.251,301.032
24.093,25.345,193.105,301.958
25.615,28.553,194.563,590.904
26.425,30.158,193.833,2135.304
16.792,28.837,190.237,32.422
20.525,31.805,194.319,1427.863
22.24,35.08,193.742,96.118
14.998,20.92,186.625,8.116
17.655,26.42,190.289,6.627
19.498,30.025,193.052,546.428
20.975,32.71,194.346,792.979
21.933,34.54,194.049,122.175
22.65,35.985,193.719,275.54
21.41,24.428,189.371,112.457
25.723,33.413,192.146,83.136
21.038,23.93,195.381,393.802
21.295,24.372,195.367,449.383
21.553,24.815,195.352,311.783
21.76,25.287,195.265,371.403
24.075,29.808,191.891,246.475
21.537,20.12,188.052,255.687
24.512,21.665,195.121,49.252
26.025,24.835,194.035,87.156
19.835,26.338,196.713,965.559
20.69,27.845,197.259,774.034
21.392,29.145,196.617,793.657
22.023,30.3,195.855,447.741
20.715,23.14,189.758,399.032
20.55,18.205,191.042,46.443
23.595,24.49,194.976,1237.854
24.695,26.863,195.198,417.634
26.028,29.595,193.69,221.837
16.61,28.418,190.417,99.117
16.977,24.905,190.37,5.369
19.233,29.365,193.707,380.44
21.885,34.285,194.188,140.081
22.578,35.76,193.394,210.974
19.558,25.202,188.538,18.423
20.185,22.03,188.792,236.61
